Eagle	Time	id	x	y	z	R	P	Y
b'eagle1'	4085312.329000	11	0.971275	-0.351867	0.070000	-0.000000	-0.000001	-0.563344	
b'eagle1'	4085313.171000	11	0.985388	-0.359814	0.070000	-0.000000	-0.000001	-0.564065	
b'eagle1'	4085314.013000	11	0.999044	-0.368515	0.070000	0.000000	-0.000000	-0.559612	
b'eagle1'	4085314.853000	11	1.013267	-0.377431	0.070000	0.000000	0.000001	-0.560176	
b'eagle1'	4085315.687000	11	1.027071	-0.385411	0.070000	0.000000	-0.000000	-0.561341	
b'eagle1'	4085316.527000	11	1.041077	-0.393528	0.070000	0.000000	-0.000000	-0.563030	
b'eagle1'	4085317.372000	11	1.054831	-0.401531	0.070000	0.000000	0.000001	-0.565958	
b'eagle1'	4085318.211000	11	1.068741	-0.409808	0.070000	-0.000001	0.000001	-0.562835	
b'eagle1'	4085319.051000	11	1.083133	-0.418126	0.070000	0.000001	0.000001	-0.562861	
b'eagle1'	4085319.892000	11	1.097104	-0.425840	0.070000	0.000000	-0.000000	-0.559528	
b'eagle1'	4085320.739000	11	1.111194	-0.433647	0.070000	0.000000	-0.000000	-0.560868	
b'eagle1'	4085321.583000	11	1.125376	-0.442158	0.070000	-0.000001	-0.000001	-0.561474	
b'eagle1'	4085322.425000	11	1.138808	-0.450374	0.070000	0.000001	-0.000001	-0.562434	
b'eagle1'	4085323.270000	11	1.152590	-0.458654	0.070000	0.000001	-0.000001	-0.564979	
b'eagle1'	4085324.120000	11	1.166471	-0.466773	0.070000	0.000000	-0.000000	-0.564696	
b'eagle1'	4085324.982000	11	1.181022	-0.474971	0.070000	0.000000	-0.000000	-0.565450	
b'eagle1'	4085325.842000	11	1.195526	-0.483037	0.070000	-0.000000	-0.000001	-0.564185	
b'eagle1'	4085326.691000	11	1.209309	-0.491458	0.070000	-0.000001	0.000001	-0.558951	
b'eagle1'	4085327.538000	11	1.222739	-0.499431	0.070000	-0.000000	-0.000001	-0.556857	
b'eagle1'	4085328.384000	11	1.236519	-0.507018	0.070000	-0.000001	-0.000001	-0.558985	
